Pedestrian ID: 3_1_220, Critical Frame: 1560, int_bin: 1
Pedestrian ID: 3_10_672, Critical Frame: 13552, int_bin: 1
Pedestrian ID: 3_10_673, Critical Frame: 12157, int_bin: 1
Pedestrian ID: 3_10_674, Critical Frame: 12157, int_bin: 1
Pedestrian ID: 3_10_675, Critical Frame: 12157, int_bin: 1
Pedestrian ID: 3_10_676, Critical Frame: 13552, int_bin: 1
Pedestrian ID: 3_10_677, Critical Frame: 13552, int_bin: 1
Pedestrian ID: 3_10_678, Critical Frame: 13473, int_bin: 1
Pedestrian ID: 3_10_679, Critical Frame: 13552, int_bin: 1
Pedestrian ID: 3_10_681, Critical Frame: 13638, int_bin: 1
Pedestrian ID: 3_10_682, Critical Frame: 13638, int_bin: 1
Pedestrian ID: 3_10_683, Critical Frame: 12157, int_bin: 1
Pedestrian ID: 3_10_684, Critical Frame: 12157, int_bin: 1
Pedestrian ID: 3_10_685, Critical Frame: 12157, int_bin: 1
Pedestrian ID: 3_10_686, Critical Frame: 12266, int_bin: 1
Pedestrian ID: 3_10_687, Critical Frame: 12157, int_bin: 1
Pedestrian ID: 3_10_688, Critical Frame: 12157, int_bin: 1
Pedestrian ID: 3_10_689, Critical Frame: 12157, int_bin: 1
Pedestrian ID: 3_10_690, Critical Frame: 12157, int_bin: 1
Pedestrian ID: 3_10_691, Critical Frame: 12226, int_bin: 1
Pedestrian ID: 3_10_692, Critical Frame: 12157, int_bin: 1
Pedestrian ID: 3_11_694, Critical Frame: 486, int_bin: 1
Pedestrian ID: 3_11_695, Critical Frame: 486, int_bin: 1
Pedestrian ID: 3_11_696, Critical Frame: 1069, int_bin: 1
Pedestrian ID: 3_11_697, Critical Frame: 1069, int_bin: 1
Pedestrian ID: 3_11_698, Critical Frame: 1069, int_bin: 1
Pedestrian ID: 3_11_699, Critical Frame: 1069, int_bin: 1
Pedestrian ID: 3_11_700, Critical Frame: 1753, int_bin: 1
Pedestrian ID: 3_11_701, Critical Frame: 3073, int_bin: 0
Pedestrian ID: 3_11_702, Critical Frame: 4755, int_bin: 1
Pedestrian ID: 3_11_703, Critical Frame: 4755, int_bin: 1
Pedestrian ID: 3_11_704, Critical Frame: 4755, int_bin: 1
Pedestrian ID: 3_11_705, Critical Frame: 4755, int_bin: 1
Pedestrian ID: 3_11_706, Critical Frame: 4853, int_bin: 1
Pedestrian ID: 3_11_707, Critical Frame: 4857, int_bin: 1
Pedestrian ID: 3_11_708, Critical Frame: 7914, int_bin: 0
Pedestrian ID: 3_11_709, Critical Frame: 7918, int_bin: 1
Pedestrian ID: 3_11_710, Critical Frame: 14501, int_bin: 1
Pedestrian ID: 3_11_711, Critical Frame: 14501, int_bin: 1
Pedestrian ID: 3_11_712, Critical Frame: 14501, int_bin: 1
Pedestrian ID: 3_11_713, Critical Frame: 14501, int_bin: 1
Pedestrian ID: 3_11_714, Critical Frame: 14516, int_bin: 1
Pedestrian ID: 3_11_715, Critical Frame: 14501, int_bin: 1
Pedestrian ID: 3_11_716, Critical Frame: 17586, int_bin: 1
Pedestrian ID: 3_11_717, Critical Frame: 17587, int_bin: 1
Pedestrian ID: 3_11_718, Critical Frame: 15339, int_bin: 0
Pedestrian ID: 3_11_719, Critical Frame: 17750, int_bin: 1
Pedestrian ID: 3_11_720, Critical Frame: 17764, int_bin: 1
Pedestrian ID: 3_12_721, Critical Frame: 1105, int_bin: 1
Pedestrian ID: 3_12_722, Critical Frame: 1253, int_bin: 0
Pedestrian ID: 3_12_723, Critical Frame: 2500, int_bin: 1
Pedestrian ID: 3_12_724, Critical Frame: 2561, int_bin: 1
Pedestrian ID: 3_12_725, Critical Frame: 530, int_bin: 0
Pedestrian ID: 3_12_726, Critical Frame: 3699, int_bin: 0
Pedestrian ID: 3_12_727, Critical Frame: 3690, int_bin: 0
Pedestrian ID: 3_12_728, Critical Frame: 2955, int_bin: 1
Pedestrian ID: 3_12_730, Critical Frame: 2955, int_bin: 1
Pedestrian ID: 3_12_731, Critical Frame: 2970, int_bin: 1
Pedestrian ID: 3_12_732, Critical Frame: 3019, int_bin: 1
Pedestrian ID: 3_12_733, Critical Frame: 3019, int_bin: 1
Pedestrian ID: 3_12_734, Critical Frame: 3019, int_bin: 1
Pedestrian ID: 3_12_735, Critical Frame: 3019, int_bin: 1
Pedestrian ID: 3_12_736, Critical Frame: 3019, int_bin: 1
Pedestrian ID: 3_12_737, Critical Frame: 3796, int_bin: 1
Pedestrian ID: 3_12_738, Critical Frame: 3963, int_bin: 1
Pedestrian ID: 3_12_739, Critical Frame: 4631, int_bin: 0
Pedestrian ID: 3_12_740, Critical Frame: 5415, int_bin: 1
Pedestrian ID: 3_12_741, Critical Frame: 5735, int_bin: 1
Pedestrian ID: 3_12_742, Critical Frame: 5879, int_bin: 1
Pedestrian ID: 3_12_743, Critical Frame: 5895, int_bin: 1
Pedestrian ID: 3_12_744, Critical Frame: 6840, int_bin: 1
Pedestrian ID: 3_12_745, Critical Frame: 6922, int_bin: 1
Pedestrian ID: 3_12_746, Critical Frame: 7447, int_bin: 1
Pedestrian ID: 3_12_747, Critical Frame: 7447, int_bin: 1
Pedestrian ID: 3_12_748, Critical Frame: 7573, int_bin: 1
Pedestrian ID: 3_12_749, Critical Frame: 7447, int_bin: 1
Pedestrian ID: 3_12_750, Critical Frame: 7447, int_bin: 1
Pedestrian ID: 3_12_751, Critical Frame: 8448, int_bin: 1
Pedestrian ID: 3_12_752, Critical Frame: 8457, int_bin: 1
Pedestrian ID: 3_12_753, Critical Frame: 8520, int_bin: 1
Pedestrian ID: 3_12_754, Critical Frame: 8528, int_bin: 1
Pedestrian ID: 3_12_755, Critical Frame: 8520, int_bin: 1
Pedestrian ID: 3_12_756, Critical Frame: 10616, int_bin: 1
Pedestrian ID: 3_12_757, Critical Frame: 11357, int_bin: 1
Pedestrian ID: 3_12_758, Critical Frame: 11357, int_bin: 1
Pedestrian ID: 3_12_759, Critical Frame: 11357, int_bin: 1
Pedestrian ID: 3_12_760, Critical Frame: 11357, int_bin: 1
Pedestrian ID: 3_12_761, Critical Frame: 11425, int_bin: 1
Pedestrian ID: 3_12_762, Critical Frame: 11425, int_bin: 1
Pedestrian ID: 3_12_763, Critical Frame: 11425, int_bin: 1
Pedestrian ID: 3_12_764, Critical Frame: 11439, int_bin: 1
Pedestrian ID: 3_12_765, Critical Frame: 11429, int_bin: 1
Pedestrian ID: 3_12_766, Critical Frame: 11439, int_bin: 1
Pedestrian ID: 3_12_767, Critical Frame: 11433, int_bin: 1
Pedestrian ID: 3_12_768, Critical Frame: 11422, int_bin: 1
Pedestrian ID: 3_12_770, Critical Frame: 11457, int_bin: 1
Pedestrian ID: 3_12_773, Critical Frame: 11457, int_bin: 1
Pedestrian ID: 3_12_775, Critical Frame: 15396, int_bin: 0
Pedestrian ID: 3_12_776, Critical Frame: 15815, int_bin: 1
Pedestrian ID: 3_12_777, Critical Frame: 15815, int_bin: 1
Pedestrian ID: 3_12_778, Critical Frame: 15879, int_bin: 1
Pedestrian ID: 3_12_779, Critical Frame: 15803, int_bin: 1
Pedestrian ID: 3_12_780, Critical Frame: 15803, int_bin: 1
Pedestrian ID: 3_12_781, Critical Frame: 15820, int_bin: 1
Pedestrian ID: 3_12_782, Critical Frame: 15867, int_bin: 1
Pedestrian ID: 3_12_783, Critical Frame: 15867, int_bin: 1
Pedestrian ID: 3_12_784, Critical Frame: 15892, int_bin: 1
Pedestrian ID: 3_12_785, Critical Frame: 15899, int_bin: 1
Pedestrian ID: 3_12_786, Critical Frame: 15895, int_bin: 1
Pedestrian ID: 3_12_787, Critical Frame: 15904, int_bin: 1
Pedestrian ID: 3_12_788, Critical Frame: 16388, int_bin: 1
Pedestrian ID: 3_12_789, Critical Frame: 16418, int_bin: 1
Pedestrian ID: 3_12_790, Critical Frame: 16440, int_bin: 1
Pedestrian ID: 3_12_791, Critical Frame: 16441, int_bin: 1
Pedestrian ID: 3_12_792, Critical Frame: 16525, int_bin: 1
Pedestrian ID: 3_12_793, Critical Frame: 16507, int_bin: 1
Pedestrian ID: 3_12_794, Critical Frame: 16507, int_bin: 1
Pedestrian ID: 3_12_795, Critical Frame: 16507, int_bin: 1
Pedestrian ID: 3_12_796, Critical Frame: 16507, int_bin: 1
Pedestrian ID: 3_12_797, Critical Frame: 17009, int_bin: 0
Pedestrian ID: 3_12_798, Critical Frame: 16594, int_bin: 1
Pedestrian ID: 3_12_799, Critical Frame: 17112, int_bin: 1
Pedestrian ID: 3_12_800, Critical Frame: 17112, int_bin: 1
Pedestrian ID: 3_12_801, Critical Frame: 17129, int_bin: 1
Pedestrian ID: 3_12_802, Critical Frame: 17128, int_bin: 1
Pedestrian ID: 3_12_803, Critical Frame: 17935, int_bin: 0
Pedestrian ID: 3_13_804, Critical Frame: 805, int_bin: 1
Pedestrian ID: 3_13_805, Critical Frame: 805, int_bin: 1
Pedestrian ID: 3_13_806, Critical Frame: 808, int_bin: 1
Pedestrian ID: 3_13_807, Critical Frame: 736, int_bin: 1
Pedestrian ID: 3_13_808, Critical Frame: 4320, int_bin: 0
Pedestrian ID: 3_13_809, Critical Frame: 4630, int_bin: 0
Pedestrian ID: 3_13_810, Critical Frame: 6689, int_bin: 0
Pedestrian ID: 3_13_811, Critical Frame: 6789, int_bin: 0
Pedestrian ID: 3_13_812, Critical Frame: 20423, int_bin: 0
Pedestrian ID: 3_13_813, Critical Frame: 18461, int_bin: 1
Pedestrian ID: 3_13_814, Critical Frame: 18595, int_bin: 1
Pedestrian ID: 3_14_816, Critical Frame: 418, int_bin: 0
Pedestrian ID: 3_14_817, Critical Frame: 8214, int_bin: 0
Pedestrian ID: 3_14_818, Critical Frame: 8220, int_bin: 0
Pedestrian ID: 3_14_819, Critical Frame: 8210, int_bin: 1
Pedestrian ID: 3_14_820, Critical Frame: 8216, int_bin: 1
Pedestrian ID: 3_14_821, Critical Frame: 8355, int_bin: 1
Pedestrian ID: 3_14_822, Critical Frame: 8381, int_bin: 1
Pedestrian ID: 3_14_823, Critical Frame: 8894, int_bin: 0
Pedestrian ID: 3_14_824, Critical Frame: 8355, int_bin: 1
Pedestrian ID: 3_14_825, Critical Frame: 10430, int_bin: 0
Pedestrian ID: 3_14_826, Critical Frame: 13560, int_bin: 0
Pedestrian ID: 3_15_827, Critical Frame: 3173, int_bin: 1
Pedestrian ID: 3_15_828, Critical Frame: 3173, int_bin: 1
Pedestrian ID: 3_15_829, Critical Frame: 3173, int_bin: 1
Pedestrian ID: 3_15_830, Critical Frame: 3235, int_bin: 1
Pedestrian ID: 3_15_831, Critical Frame: 3173, int_bin: 1
Pedestrian ID: 3_15_832, Critical Frame: 3208, int_bin: 1
Pedestrian ID: 3_15_833, Critical Frame: 3337, int_bin: 1
Pedestrian ID: 3_15_834, Critical Frame: 3310, int_bin: 1
Pedestrian ID: 3_15_835, Critical Frame: 3499, int_bin: 1
Pedestrian ID: 3_15_836, Critical Frame: 4007, int_bin: 1
Pedestrian ID: 3_15_837, Critical Frame: 4059, int_bin: 1
Pedestrian ID: 3_15_838, Critical Frame: 3627, int_bin: 1
Pedestrian ID: 3_15_839, Critical Frame: 3657, int_bin: 1
Pedestrian ID: 3_15_840, Critical Frame: 3755, int_bin: 1
Pedestrian ID: 3_15_841, Critical Frame: 4153, int_bin: 1
Pedestrian ID: 3_15_842, Critical Frame: 4077, int_bin: 1
Pedestrian ID: 3_15_843, Critical Frame: 4077, int_bin: 1
Pedestrian ID: 3_15_844, Critical Frame: 4846, int_bin: 0
Pedestrian ID: 3_15_845, Critical Frame: 4854, int_bin: 1
Pedestrian ID: 3_15_846, Critical Frame: 4873, int_bin: 0
Pedestrian ID: 3_15_847, Critical Frame: 4892, int_bin: 0
Pedestrian ID: 3_15_848, Critical Frame: 4938, int_bin: 0
Pedestrian ID: 3_15_849, Critical Frame: 4919, int_bin: 0
Pedestrian ID: 3_15_850, Critical Frame: 4928, int_bin: 0
Pedestrian ID: 3_15_851, Critical Frame: 4940, int_bin: 1
Pedestrian ID: 3_15_852, Critical Frame: 4966, int_bin: 1
Pedestrian ID: 3_15_853, Critical Frame: 4971, int_bin: 1
Pedestrian ID: 3_15_854, Critical Frame: 5080, int_bin: 0
Pedestrian ID: 3_15_855, Critical Frame: 5099, int_bin: 1
Pedestrian ID: 3_15_856, Critical Frame: 5144, int_bin: 1
Pedestrian ID: 3_15_857, Critical Frame: 5127, int_bin: 0
Pedestrian ID: 3_15_858, Critical Frame: 5455, int_bin: 1
Pedestrian ID: 3_15_859, Critical Frame: 5455, int_bin: 1
Pedestrian ID: 3_15_860, Critical Frame: 4949, int_bin: 0
Pedestrian ID: 3_15_861, Critical Frame: 5455, int_bin: 1
Pedestrian ID: 3_15_862, Critical Frame: 5455, int_bin: 1
Pedestrian ID: 3_15_863, Critical Frame: 6445, int_bin: 1
Pedestrian ID: 3_15_864, Critical Frame: 6529, int_bin: 1
Pedestrian ID: 3_15_865, Critical Frame: 6614, int_bin: 1
Pedestrian ID: 3_15_866, Critical Frame: 6934, int_bin: 1
Pedestrian ID: 3_15_867, Critical Frame: 6923, int_bin: 1
Pedestrian ID: 3_15_868, Critical Frame: 6923, int_bin: 1
Pedestrian ID: 3_15_869, Critical Frame: 6917, int_bin: 1
Pedestrian ID: 3_15_870, Critical Frame: 6917, int_bin: 1
Pedestrian ID: 3_15_871, Critical Frame: 6915, int_bin: 1
Pedestrian ID: 3_15_872, Critical Frame: 6916, int_bin: 1
Pedestrian ID: 3_15_873, Critical Frame: 6914, int_bin: 1
Pedestrian ID: 3_15_874, Critical Frame: 6971, int_bin: 0
Pedestrian ID: 3_15_875, Critical Frame: 6994, int_bin: 0
Pedestrian ID: 3_15_876, Critical Frame: 6994, int_bin: 0
Pedestrian ID: 3_15_877, Critical Frame: 6978, int_bin: 0
Pedestrian ID: 3_15_878, Critical Frame: 6987, int_bin: 0
Pedestrian ID: 3_15_881, Critical Frame: 7027, int_bin: 0
Pedestrian ID: 3_15_882, Critical Frame: 6972, int_bin: 0
Pedestrian ID: 3_15_883, Critical Frame: 7089, int_bin: 1
Pedestrian ID: 3_15_884, Critical Frame: 13062, int_bin: 0
Pedestrian ID: 3_15_885, Critical Frame: 13062, int_bin: 1
Pedestrian ID: 3_15_886, Critical Frame: 13037, int_bin: 1
Pedestrian ID: 3_15_887, Critical Frame: 15906, int_bin: 1
Pedestrian ID: 3_15_888, Critical Frame: 7954, int_bin: 0
Pedestrian ID: 3_15_889, Critical Frame: 7954, int_bin: 0
Pedestrian ID: 3_15_890, Critical Frame: 7746, int_bin: 1
Pedestrian ID: 3_15_891, Critical Frame: 7758, int_bin: 1
Pedestrian ID: 3_15_892, Critical Frame: 7786, int_bin: 1
Pedestrian ID: 3_15_893, Critical Frame: 10593, int_bin: 1
Pedestrian ID: 3_15_894, Critical Frame: 10597, int_bin: 1
Pedestrian ID: 3_15_895, Critical Frame: 10662, int_bin: 1
Pedestrian ID: 3_15_896, Critical Frame: 6982, int_bin: 1
Pedestrian ID: 3_16_897, Critical Frame: 1094, int_bin: 1
Pedestrian ID: 3_16_898, Critical Frame: 1094, int_bin: 1
Pedestrian ID: 3_16_899, Critical Frame: 1315, int_bin: 1
Pedestrian ID: 3_16_900, Critical Frame: 1315, int_bin: 0
Pedestrian ID: 3_16_901, Critical Frame: 1790, int_bin: 1
Pedestrian ID: 3_16_902, Critical Frame: 2202, int_bin: 1
Pedestrian ID: 3_16_903, Critical Frame: 5068, int_bin: 1
Pedestrian ID: 3_16_904, Critical Frame: 6024, int_bin: 1
Pedestrian ID: 3_16_905, Critical Frame: 8032, int_bin: 0
Pedestrian ID: 3_16_906, Critical Frame: 9678, int_bin: 1
Pedestrian ID: 3_16_907, Critical Frame: 12051, int_bin: 1
Pedestrian ID: 3_16_908, Critical Frame: 12416, int_bin: 1
Pedestrian ID: 3_16_909, Critical Frame: 12550, int_bin: 1
Pedestrian ID: 3_16_910, Critical Frame: 12930, int_bin: 1
Pedestrian ID: 3_16_911, Critical Frame: 12929, int_bin: 1
Pedestrian ID: 3_16_912, Critical Frame: 14494, int_bin: 0
Pedestrian ID: 3_16_913, Critical Frame: 15136, int_bin: 1
Pedestrian ID: 3_16_914, Critical Frame: 15136, int_bin: 1
Pedestrian ID: 3_16_915, Critical Frame: 15330, int_bin: 1
Pedestrian ID: 3_16_916, Critical Frame: 15541, int_bin: 1
Pedestrian ID: 3_16_917, Critical Frame: 16186, int_bin: 0
Pedestrian ID: 3_16_918, Critical Frame: 2541, int_bin: 1
Pedestrian ID: 3_16_919, Critical Frame: 2565, int_bin: 1
Pedestrian ID: 3_16_920, Critical Frame: 2638, int_bin: 1
Pedestrian ID: 3_16_921, Critical Frame: 2777, int_bin: 1
Pedestrian ID: 3_16_922, Critical Frame: 2797, int_bin: 1
Pedestrian ID: 3_16_923, Critical Frame: 3233, int_bin: 1
Pedestrian ID: 3_16_924, Critical Frame: 3770, int_bin: 1
Pedestrian ID: 3_16_925, Critical Frame: 3809, int_bin: 1
Pedestrian ID: 3_16_926, Critical Frame: 4647, int_bin: 1
Pedestrian ID: 3_16_927, Critical Frame: 4695, int_bin: 1
Pedestrian ID: 3_16_928, Critical Frame: 2629, int_bin: 1
Pedestrian ID: 3_16_929, Critical Frame: 2810, int_bin: 1
Pedestrian ID: 3_16_930, Critical Frame: 2815, int_bin: 1
Pedestrian ID: 3_16_931, Critical Frame: 2869, int_bin: 1
Pedestrian ID: 3_16_932, Critical Frame: 3114, int_bin: 1
Pedestrian ID: 3_16_933, Critical Frame: 3055, int_bin: 1
Pedestrian ID: 3_16_934, Critical Frame: 3060, int_bin: 1
Pedestrian ID: 3_16_935, Critical Frame: 3174, int_bin: 1
Pedestrian ID: 3_16_936, Critical Frame: 3275, int_bin: 1
Pedestrian ID: 3_16_937, Critical Frame: 3376, int_bin: 1
Pedestrian ID: 3_16_938, Critical Frame: 3470, int_bin: 1
Pedestrian ID: 3_16_939, Critical Frame: 3601, int_bin: 1
Pedestrian ID: 3_16_940, Critical Frame: 3646, int_bin: 1
Pedestrian ID: 3_16_941, Critical Frame: 3712, int_bin: 1
Pedestrian ID: 3_16_942, Critical Frame: 4112, int_bin: 1
Pedestrian ID: 3_16_943, Critical Frame: 4078, int_bin: 1
Pedestrian ID: 3_16_944, Critical Frame: 4537, int_bin: 1
Pedestrian ID: 3_16_945, Critical Frame: 4549, int_bin: 1
Pedestrian ID: 3_16_946, Critical Frame: 12229, int_bin: 1
Pedestrian ID: 3_16_947, Critical Frame: 12235, int_bin: 1
Pedestrian ID: 3_17_948, Critical Frame: 177, int_bin: 1
Pedestrian ID: 3_17_949, Critical Frame: 189, int_bin: 1
Pedestrian ID: 3_17_950, Critical Frame: 2323, int_bin: 1
Pedestrian ID: 3_17_951, Critical Frame: 2377, int_bin: 1
Pedestrian ID: 3_17_952, Critical Frame: 2623, int_bin: 0
Pedestrian ID: 3_17_953, Critical Frame: 2994, int_bin: 0
Pedestrian ID: 3_17_954, Critical Frame: 2998, int_bin: 0
Pedestrian ID: 3_17_955, Critical Frame: 3638, int_bin: 1
Pedestrian ID: 3_17_956, Critical Frame: 5055, int_bin: 1
Pedestrian ID: 3_17_957, Critical Frame: 5058, int_bin: 1
Pedestrian ID: 3_17_958, Critical Frame: 5385, int_bin: 0
Pedestrian ID: 3_17_959, Critical Frame: 5278, int_bin: 0
Pedestrian ID: 3_17_960, Critical Frame: 8076, int_bin: 0
Pedestrian ID: 3_17_961, Critical Frame: 9567, int_bin: 1
Pedestrian ID: 3_17_962, Critical Frame: 9564, int_bin: 0
Pedestrian ID: 3_17_963, Critical Frame: 9667, int_bin: 1
Pedestrian ID: 3_17_964, Critical Frame: 11115, int_bin: 0
Pedestrian ID: 3_17_965, Critical Frame: 11115, int_bin: 0
Pedestrian ID: 3_17_966, Critical Frame: 11071, int_bin: 1
Pedestrian ID: 3_17_967, Critical Frame: 13143, int_bin: 0
Pedestrian ID: 3_17_968, Critical Frame: 12680, int_bin: 1
Pedestrian ID: 3_18_969, Critical Frame: 9595, int_bin: 1
Pedestrian ID: 3_18_970, Critical Frame: 9733, int_bin: 1
Pedestrian ID: 3_18_971, Critical Frame: 11925, int_bin: 0
Pedestrian ID: 3_18_972, Critical Frame: 12614, int_bin: 1
Pedestrian ID: 3_18_973, Critical Frame: 12660, int_bin: 1
Pedestrian ID: 3_18_974, Critical Frame: 14647, int_bin: 1
Pedestrian ID: 3_18_975, Critical Frame: 14620, int_bin: 1
Pedestrian ID: 3_18_976, Critical Frame: 14655, int_bin: 1
Pedestrian ID: 3_18_977, Critical Frame: 14717, int_bin: 1
Pedestrian ID: 3_18_978, Critical Frame: 15051, int_bin: 1
Pedestrian ID: 3_18_979, Critical Frame: 15463, int_bin: 0
Pedestrian ID: 3_18_980, Critical Frame: 15468, int_bin: 1
Pedestrian ID: 3_18_981, Critical Frame: 16076, int_bin: 1
Pedestrian ID: 3_18_982, Critical Frame: 16076, int_bin: 1
Pedestrian ID: 3_18_983, Critical Frame: 16080, int_bin: 1
Pedestrian ID: 3_18_984, Critical Frame: 16080, int_bin: 1
Pedestrian ID: 3_18_985, Critical Frame: 16080, int_bin: 1
Pedestrian ID: 3_18_986, Critical Frame: 17870, int_bin: 1
Pedestrian ID: 3_18_987, Critical Frame: 17870, int_bin: 1
Pedestrian ID: 3_19_1000, Critical Frame: 11008, int_bin: 1
Pedestrian ID: 3_19_1001, Critical Frame: 11008, int_bin: 1
Pedestrian ID: 3_19_988, Critical Frame: 1432, int_bin: 1
Pedestrian ID: 3_19_989, Critical Frame: 1424, int_bin: 1
Pedestrian ID: 3_19_990, Critical Frame: 1462, int_bin: 1
Pedestrian ID: 3_19_991, Critical Frame: 1462, int_bin: 1
Pedestrian ID: 3_19_992, Critical Frame: 1462, int_bin: 1
Pedestrian ID: 3_19_993, Critical Frame: 4360, int_bin: 0
Pedestrian ID: 3_19_994, Critical Frame: 7566, int_bin: 1
Pedestrian ID: 3_19_995, Critical Frame: 7465, int_bin: 1
Pedestrian ID: 3_19_996, Critical Frame: 7906, int_bin: 1
Pedestrian ID: 3_19_997, Critical Frame: 9661, int_bin: 0
Pedestrian ID: 3_19_998, Critical Frame: 9619, int_bin: 0
Pedestrian ID: 3_19_999, Critical Frame: 9689, int_bin: 1
